case_id,activity,timestamp,resource,lifecycle
6,E.3.1 - Insert Transaction Record,2024-01-01T09:32:13,LedgerSystem,complete
6,E.3.2 - Close Ledger Entry,2024-01-01T09:32:16,LedgerSystem,start
6,E.3.2 - Close Ledger Entry,2024-01-01T09:32:19,LedgerSystem,complete
6,E.3 - Update Ledger,2024-01-01T09:32:20,LedgerSystem,complete
6,E.4 - Reconcile Batch,2024-01-01T09:32:21,BatchSystem,start
6,E.4.1 - Aggregate Transactions,2024-01-01T09:32:22,BatchSystem,start
6,E.4.2 - Generate Batch Report,2024-01-01T09:32:23,ReportSystem,start
6,E.4.1 - Aggregate Transactions,2024-01-01T09:32:24,BatchSystem,complete
6,E.4.2 - Generate Batch Report,2024-01-01T09:32:27,ReportSystem,complete
6,E.4 - Reconcile Batch,2024-01-01T09:32:31,BatchSystem,complete
6,E - Notification & Reconciliation,2024-01-01T09:32:35,Orchestrator,complete
7,A - Validate Payment,2024-01-01T09:45:00,Orchestrator,start
7,A - Validate Payment,2024-01-01T09:45:01,Orchestrator,complete
7,A.1 - Basic Validation,2024-01-01T09:45:05,Validator,start
7,A.1.1 - Check Card Number,2024-01-01T09:45:09,Validator,start
7,A.1.1 - Check Card Number,2024-01-01T09:45:10,Validator,complete
7,A.1.2 - Check Expiry,2024-01-01T09:45:12,Validator,start
7,A.1.2 - Check Expiry,2024-01-01T09:45:15,Validator,complete
7,A.1.3 - Check CVV,2024-01-01T09:45:19,Validator,start
7,A.1.3 - Check CVV,2024-01-01T09:45:20,Validator,complete
7,A.1.1 - Check Card Number,2024-01-01T09:45:22,Validator,start
7,A.1.1 - Check Card Number,2024-01-01T09:45:26,Validator,complete
7,A.1.1 - Check Card Number,2024-01-01T09:45:29,Validator,start
7,A.1.1 - Check Card Number,2024-01-01T09:45:33,Validator,complete
7,A.1 - Basic Validation,2024-01-01T09:45:35,Validator,complete
7,A.2 - Advanced Validation,2024-01-01T09:45:37,Validator,start
7,A.2.1 - Validate Address,2024-01-01T09:45:38,Validator,start
7,A.2.2 - Validate Zip Code,2024-01-01T09:45:39,Validator,start
7,A.2.1 - Validate Address,2024-01-01T09:45:41,Validator,complete
7,A.2.2 - Validate Zip Code,2024-01-01T09:45:43,Validator,complete
7,A.2 - Advanced Validation,2024-01-01T09:45:46,Validator,complete
7,B - Fraud Checks,2024-01-01T09:45:48,FraudOrchestrator,start
7,B.1 - Run Fraud Engine,2024-01-01T09:45:51,FraudSystem,start
7,B.1 - Run Fraud Engine,2024-01-01T09:45:52,FraudSystem,complete
7,B.2 - Fraud Notification Call (Case 7),2024-01-01T09:45:56,AsyncNotifier,start
7,B.2 - Fraud Notification Call (Case 7),2024-01-01T09:45:57,AsyncNotifier,complete
7,B.3 - Parallel Checks,2024-01-01T09:45:58,FraudSystem,start
7,B.3.1 - Check Geolocation,2024-01-01T09:45:59,GeoSystem,start
7,B.3.2 - Check Transaction History,2024-01-01T09:46:00,HistorySystem,start
7,B.3.1 - Check Geolocation,2024-01-01T09:46:03,GeoSystem,complete
7,B.3.2 - Check Transaction History,2024-01-01T09:46:04,HistorySystem,complete
7,B.3 - Parallel Checks,2024-01-01T09:46:05,FraudSystem,complete
7,B - Fraud Checks,2024-01-01T09:46:08,FraudOrchestrator,complete
7,C - Fund Authorization,2024-01-01T09:46:11,FinanceSystem,start
7,C.1 - Bank API Call (Case 7),2024-01-01T09:46:13,BankSystem,start
7,C.1 - Bank API Call (Case 7),2024-01-01T09:46:15,BankSystem,complete
7,C.2 - Receive Bank Response,2024-01-01T09:46:17,BankSystem,start
7,C.2 - Receive Bank Response,2024-01-01T09:46:21,BankSystem,complete
7,C - Fund Authorization,2024-01-01T09:46:22,FinanceSystem,complete
7,D - Charge Card,2024-01-01T09:46:23,ChargeSystem,start
7,D.1 - Charge Request (Case 7),2024-01-01T09:46:26,ChargeSystem,start
7,D.1 - Charge Request (Case 7),2024-01-01T09:46:27,ChargeSystem,complete
7,D.2 - Receive Charge Response,2024-01-01T09:46:28,ChargeSystem,start
7,D.2 - Receive Charge Response,2024-01-01T09:46:31,ChargeSystem,complete
7,D.3 - Handle Charge Error,2024-01-01T09:46:32,ErrorHandler,start
7,D.3 - Handle Charge Error,2024-01-01T09:46:35,ErrorHandler,complete
7,D.1 - Charge Request Retry (Case 7),2024-01-01T09:46:39,ChargeSystem,start
7,D.1 - Charge Request Retry (Case 7),2024-01-01T09:46:41,ChargeSystem,complete
7,D.2 - Receive Charge Response Retry,2024-01-01T09:46:42,ChargeSystem,start
7,D.2 - Receive Charge Response Retry,2024-01-01T09:46:43,ChargeSystem,complete
7,D - Charge Card,2024-01-01T09:46:46,ChargeSystem,complete
7,E - Notification & Reconciliation,2024-01-01T09:46:48,Orchestrator,start
7,E.1 - Customer Notification (Case 7),2024-01-01T09:46:51,Notifier,start
7,E.1 - Customer Notification (Case 7),2024-01-01T09:46:55,Notifier,complete
7,E.2 - Merchant Notification (Case 7),2024-01-01T09:46:56,Notifier,start
7,E.2 - Merchant Notification (Case 7),2024-01-01T09:46:59,Notifier,complete
7,E.3 - Update Ledger,2024-01-01T09:47:02,LedgerSystem,start
7,E.3.1 - Insert Transaction Record,2024-01-01T09:47:06,LedgerSystem,start
7,E.3.1 - Insert Transaction Record,2024-01-01T09:47:10,LedgerSystem,complete
7,E.3.2 - Close Ledger Entry,2024-01-01T09:47:13,LedgerSystem,start
7,E.3.2 - Close Ledger Entry,2024-01-01T09:47:15,LedgerSystem,complete
7,E.3 - Update Ledger,2024-01-01T09:47:18,LedgerSystem,complete
7,E.4 - Reconcile Batch,2024-01-01T09:47:20,BatchSystem,start
7,E.4.1 - Aggregate Transactions,2024-01-01T09:47:21,BatchSystem,start
7,E.4.2 - Generate Batch Report,2024-01-01T09:47:22,ReportSystem,start
7,E.4.1 - Aggregate Transactions,2024-01-01T09:47:25,BatchSystem,complete
7,E.4.2 - Generate Batch Report,2024-01-01T09:47:29,ReportSystem,complete
7,E.4 - Reconcile Batch,2024-01-01T09:47:30,BatchSystem,complete
7,E - Notification & Reconciliation,2024-01-01T09:47:32,Orchestrator,complete
8,A - Validate Payment,2024-01-01T10:00:00,Orchestrator,start
8,A - Validate Payment,2024-01-01T10:00:02,Orchestrator,complete
8,A.1 - Basic Validation,2024-01-01T10:00:03,Validator,start
8,A.1.1 - Check Card Number,2024-01-01T10:00:05,Validator,start
8,A.1.1 - Check Card Number,2024-01-01T10:00:06,Validator,complete
8,A.1.2 - Check Expiry,2024-01-01T10:00:07,Validator,start
8,A.1.2 - Check Expiry,2024-01-01T10:00:11,Validator,complete
8,A.1.3 - Check CVV,2024-01-01T10:00:12,Validator,start
8,A.1.3 - Check CVV,2024-01-01T10:00:14,Validator,complete
8,A.1 - Basic Validation,2024-01-01T10:00:17,Validator,complete
8,A.2 - Advanced Validation,2024-01-01T10:00:20,Validator,start
8,A.2.1 - Validate Address,2024-01-01T10:00:21,Validator,start
8,A.2.2 - Validate Zip Code,2024-01-01T10:00:22,Validator,start
8,A.2.1 - Validate Address,2024-01-01T10:00:24,Validator,complete
8,A.2.2 - Validate Zip Code,2024-01-01T10:00:28,Validator,complete
8,A.2 - Advanced Validation,2024-01-01T10:00:30,Validator,complete
8,B - Fraud Checks,2024-01-01T10:00:32,FraudOrchestrator,start
8,B.1 - Run Fraud Engine,2024-01-01T10:00:35,FraudSystem,start
8,B.1 - Run Fraud Engine,2024-01-01T10:00:39,FraudSystem,complete
8,B.2 - Fraud Notification Call (Case 8),2024-01-01T10:00:43,AsyncNotifier,start
8,B.2 - Fraud Notification Call (Case 8),2024-01-01T10:00:46,AsyncNotifier,complete
8,B.3 - Parallel Checks,2024-01-01T10:00:49,FraudSystem,start
8,B.3.1 - Check Geolocation,2024-01-01T10:00:50,GeoSystem,start
8,B.3.2 - Check Transaction History,2024-01-01T10:00:51,HistorySystem,start
8,B.3.1 - Check Geolocation,2024-01-01T10:00:52,GeoSystem,complete
8,B.3.2 - Check Transaction History,2024-01-01T10:00:56,HistorySystem,complete
8,B.3 - Parallel Checks,2024-01-01T10:00:58,FraudSystem,complete
8,B - Fraud Checks,2024-01-01T10:00:59,FraudOrchestrator,complete
8,C - Fund Authorization,2024-01-01T10:01:01,FinanceSystem,start
8,C.1 - Bank API Call (Case 8),2024-01-01T10:01:05,BankSystem,start
8,C.1 - Bank API Call (Case 8),2024-01-01T10:01:08,BankSystem,complete
8,C.2 - Receive Bank Response,2024-01-01T10:01:10,BankSystem,start
8,C.2 - Receive Bank Response,2024-01-01T10:01:13,BankSystem,complete
8,C.3 - Request Additional Info,2024-01-01T10:01:17,FinanceSystem,start
8,C.3 - Request Additional Info,2024-01-01T10:01:18,FinanceSystem,complete
8,C.3 - Request Additional Info,2024-01-01T10:01:19,FinanceSystem,complete
8,C.3 - Request Additional Info,2024-01-01T10:01:23,FinanceSystem,start
8,C.3 - Request Additional Info,2024-01-01T10:01:27,FinanceSystem,complete
8,C - Fund Authorization,2024-01-01T10:01:29,FinanceSystem,complete
8,D - Charge Card,2024-01-01T10:01:33,ChargeSystem,start
8,D.1 - Charge Request (Case 8),2024-01-01T10:01:35,ChargeSystem,start
8,D.1 - Charge Request (Case 8),2024-01-01T10:01:38,ChargeSystem,complete
8,D.2 - Receive Charge Response,2024-01-01T10:01:40,ChargeSystem,start
8,D.2 - Receive Charge Response,2024-01-01T10:01:42,ChargeSystem,complete
8,D - Charge Card,2024-01-01T10:01:45,ChargeSystem,complete
8,E - Notification & Reconciliation,2024-01-01T10:01:48,Orchestrator,start
8,E.1 - Customer Notification (Case 8),2024-01-01T10:01:50,Notifier,start
8,E.1 - Customer Notification (Case 8),2024-01-01T10:01:52,Notifier,complete
8,E.2 - Merchant Notification (Case 8),2024-01-01T10:01:55,Notifier,start
8,E.2 - Merchant Notification (Case 8),2024-01-01T10:01:59,Notifier,complete
8,E.3 - Update Ledger,2024-01-01T10:02:02,LedgerSystem,start
8,E.3.1 - Insert Transaction Record,2024-01-01T10:02:04,LedgerSystem,start
8,E.3.1 - Insert Transaction Record,2024-01-01T10:02:08,LedgerSystem,complete
8,E.3.2 - Close Ledger Entry,2024-01-01T10:02:11,LedgerSystem,start
8,E.3.2 - Close Ledger Entry,2024-01-01T10:02:14,LedgerSystem,complete
8,E.3 - Update Ledger,2024-01-01T10:02:15,LedgerSystem,complete
8,E.4 - Reconcile Batch,2024-01-01T10:02:17,BatchSystem,start
8,E.4.1 - Aggregate Transactions,2024-01-01T10:02:18,BatchSystem,start
8,E.4.2 - Generate Batch Report,2024-01-01T10:02:19,ReportSystem,start
8,E.4.1 - Aggregate Transactions,2024-01-01T10:02:20,BatchSystem,complete
8,E.4.2 - Generate Batch Report,2024-01-01T10:02:22,ReportSystem,complete
8,E.4 - Reconcile Batch,2024-01-01T10:02:25,BatchSystem,complete
8,E - Notification & Reconciliation,2024-01-01T10:02:28,Orchestrator,complete
9,A - Validate Payment,2024-01-01T10:15:00,Orchestrator,start
9,A - Validate Payment,2024-01-01T10:15:04,Orchestrator,complete
9,A.1 - Basic Validation,2024-01-01T10:15:05,Validator,start
9,A.1.1 - Check Card Number,2024-01-01T10:15:07,Validator,start
9,A.1.1 - Check Card Number,2024-01-01T10:15:08,Validator,complete
9,A.1.2 - Check Expiry,2024-01-01T10:15:09,Validator,start
9,A.1.2 - Check Expiry,2024-01-01T10:15:13,Validator,complete
9,A.1.3 - Check CVV,2024-01-01T10:15:17,Validator,start
9,A.1.3 - Check CVV,2024-01-01T10:15:18,Validator,complete
9,A.1 - Basic Validation,2024-01-01T10:15:19,Validator,complete
9,A.2 - Advanced Validation,2024-01-01T10:15:23,Validator,start
9,A.2.1 - Validate Address,2024-01-01T10:15:24,Validator,start
9,A.2.2 - Validate Zip Code,2024-01-01T10:15:25,Validator,start
9,A.2.1 - Validate Address,2024-01-01T10:15:26,Validator,complete
9,A.2.2 - Validate Zip Code,2024-01-01T10:15:28,Validator,complete
9,A.2 - Advanced Validation,2024-01-01T10:15:31,Validator,complete
9,B - Fraud Checks,2024-01-01T10:15:34,FraudOrchestrator,start
9,B.1 - Run Fraud Engine,2024-01-01T10:15:38,FraudSystem,start
9,B.1 - Run Fraud Engine,2024-01-01T10:15:40,FraudSystem,complete
9,B.2 - Fraud Notification Call (Case 9),2024-01-01T10:15:44,AsyncNotifier,start
9,B.2 - Fraud Notification Call (Case 9),2024-01-01T10:15:45,AsyncNotifier,complete
9,B.3 - Parallel Checks,2024-01-01T10:15:49,FraudSystem,start
9,B.3.1 - Check Geolocation,2024-01-01T10:15:50,GeoSystem,start
9,B.3.2 - Check Transaction History,2024-01-01T10:15:51,HistorySystem,start
9,B.3.1 - Check Geolocation,2024-01-01T10:15:53,GeoSystem,complete
9,B.3.2 - Check Transaction History,2024-01-01T10:15:55,HistorySystem,complete
9,B.3 - Parallel Checks,2024-01-01T10:15:58,FraudSystem,complete
9,B - Fraud Checks,2024-01-01T10:16:02,FraudOrchestrator,complete
9,C - Fund Authorization,2024-01-01T10:16:05,FinanceSystem,start
9,C.1 - Bank API Call (Case 9),2024-01-01T10:16:06,BankSystem,start
9,C.1 - Bank API Call (Case 9),2024-01-01T10:16:07,BankSystem,complete
9,C.2 - Receive Bank Response,2024-01-01T10:16:10,BankSystem,start
9,C.2 - Receive Bank Response,2024-01-01T10:16:14,BankSystem,complete
9,C.3 - Request Additional Info,2024-01-01T10:16:16,FinanceSystem,start
9,C.3 - Request Additional Info,2024-01-01T10:16:19,FinanceSystem,complete
9,C.3 - Request Additional Info,2024-01-01T10:16:20,FinanceSystem,complete
9,C.3 - Request Additional Info,2024-01-01T10:16:24,FinanceSystem,start
9,C.3 - Request Additional Info,2024-01-01T10:16:26,FinanceSystem,complete
9,C - Fund Authorization,2024-01-01T10:16:27,FinanceSystem,complete
9,D - Charge Card,2024-01-01T10:16:30,ChargeSystem,start
9,D.1 - Charge Request (Case 9),2024-01-01T10:16:33,ChargeSystem,start
9,D.1 - Charge Request (Case 9),2024-01-01T10:16:35,ChargeSystem,complete
9,D.2 - Receive Charge Response,2024-01-01T10:16:39,ChargeSystem,start
9,D.2 - Receive Charge Response,2024-01-01T10:16:41,ChargeSystem,complete
9,D.3 - Handle Charge Error,2024-01-01T10:16:43,ErrorHandler,start
9,D.3 - Handle Charge Error,2024-01-01T10:16:47,ErrorHandler,complete
9,D.1 - Charge Request Retry (Case 9),2024-01-01T10:16:48,ChargeSystem,start
9,D.1 - Charge Request Retry (Case 9),2024-01-01T10:16:52,ChargeSystem,complete
9,D.2 - Receive Charge Response Retry,2024-01-01T10:16:54,ChargeSystem,start
9,D.2 - Receive Charge Response Retry,2024-01-01T10:16:58,ChargeSystem,complete
9,D - Charge Card,2024-01-01T10:16:59,ChargeSystem,complete
9,E - Notification & Reconciliation,2024-01-01T10:17:03,Orchestrator,start
9,E.1 - Customer Notification (Case 9),2024-01-01T10:17:04,Notifier,start
9,E.1 - Customer Notification (Case 9),2024-01-01T10:17:08,Notifier,complete
9,E.2 - Merchant Notification (Case 9),2024-01-01T10:17:12,Notifier,start
9,E.2 - Merchant Notification (Case 9),2024-01-01T10:17:14,Notifier,complete
9,E.3 - Update Ledger,2024-01-01T10:17:17,LedgerSystem,start
9,E.3.1 - Insert Transaction Record,2024-01-01T10:17:21,LedgerSystem,start
9,E.3.1 - Insert Transaction Record,2024-01-01T10:17:23,LedgerSystem,complete
9,E.3.2 - Close Ledger Entry,2024-01-01T10:17:26,LedgerSystem,start
9,E.3.2 - Close Ledger Entry,2024-01-01T10:17:28,LedgerSystem,complete
9,E.3 - Update Ledger,2024-01-01T10:17:31,LedgerSystem,complete
9,E.4 - Reconcile Batch,2024-01-01T10:17:35,BatchSystem,start
9,E.4.1 - Aggregate Transactions,2024-01-01T10:17:36,BatchSystem,start
9,E.4.2 - Generate Batch Report,2024-01-01T10:17:37,ReportSystem,start
9,E.4.1 - Aggregate Transactions,2024-01-01T10:17:41,BatchSystem,complete
9,E.4.2 - Generate Batch Report,2024-01-01T10:17:43,ReportSystem,complete
9,E.4 - Reconcile Batch,2024-01-01T10:17:45,BatchSystem,complete
9,E - Notification & Reconciliation,2024-01-01T10:17:48,Orchestrator,complete
10,A - Validate Payment,2024-01-01T10:30:00,Orchestrator,start
10,A - Validate Payment,2024-01-01T10:30:04,Orchestrator,complete
10,A.1 - Basic Validation,2024-01-01T10:30:07,Validator,start
10,A.1.1 - Check Card Number,2024-01-01T10:30:10,Validator,start
10,A.1.1 - Check Card Number,2024-01-01T10:30:12,Validator,complete
10,A.1.2 - Check Expiry,2024-01-01T10:30:16,Validator,start
10,A.1.2 - Check Expiry,2024-01-01T10:30:19,Validator,complete
10,A.1.3 - Check CVV,2024-01-01T10:30:21,Validator,start
10,A.1.3 - Check CVV,2024-01-01T10:30:25,Validator,complete
10,A.1 - Basic Validation,2024-01-01T10:30:29,Validator,complete
10,A.2 - Advanced Validation,2024-01-01T10:30:33,Validator,start
10,A.2.1 - Validate Address,2024-01-01T10:30:34,Validator,start
10,A.2.2 - Validate Zip Code,2024-01-01T10:30:35,Validator,start
10,A.2.1 - Validate Address,2024-01-01T10:30:39,Validator,complete
10,A.2.2 - Validate Zip Code,2024-01-01T10:30:43,Validator,complete
10,A.2 - Advanced Validation,2024-01-01T10:30:44,Validator,complete
10,B - Fraud Checks,2024-01-01T10:30:48,FraudOrchestrator,start
10,B.1 - Run Fraud Engine,2024-01-01T10:30:52,FraudSystem,start
10,B.1 - Run Fraud Engine,2024-01-01T10:30:53,FraudSystem,complete
10,B.2 - Fraud Notification Call (Case 10),2024-01-01T10:30:55,AsyncNotifier,start
10,B.2 - Fraud Notification Call (Case 10),2024-01-01T10:30:58,AsyncNotifier,complete
10,B.3 - Parallel Checks,2024-01-01T10:31:02,FraudSystem,start
10,B.3.1 - Check Geolocation,2024-01-01T10:31:03,GeoSystem,start
10,B.3.2 - Check Transaction History,2024-01-01T10:31:04,HistorySystem,start
10,B.3.1 - Check Geolocation,2024-01-01T10:31:05,GeoSystem,complete
10,B.3.2 - Check Transaction History,2024-01-01T10:31:06,HistorySystem,complete
10,B.3 - Parallel Checks,2024-01-01T10:31:07,FraudSystem,complete
10,B - Fraud Checks,2024-01-01T10:31:11,FraudOrchestrator,complete
10,C - Fund Authorization,2024-01-01T10:31:14,FinanceSystem,start
10,C.1 - Bank API Call (Case 10),2024-01-01T10:31:16,BankSystem,start
10,C.1 - Bank API Call (Case 10),2024-01-01T10:31:17,BankSystem,complete
10,C.2 - Receive Bank Response,2024-01-01T10:31:19,BankSystem,start
10,C.2 - Receive Bank Response,2024-01-01T10:31:21,BankSystem,complete
10,C.3 - Request Additional Info,2024-01-01T10:31:22,FinanceSystem,start
10,C.3 - Request Additional Info,2024-01-01T10:31:25,FinanceSystem,complete
10,C.3 - Request Additional Info,2024-01-01T10:31:28,FinanceSystem,complete
10,C - Fund Authorization,2024-01-01T10:31:29,FinanceSystem,complete
10,D - Charge Card,2024-01-01T10:31:33,ChargeSystem,start
10,D.1 - Charge Request (Case 10),2024-01-01T10:31:35,ChargeSystem,start
10,D.1 - Charge Request (Case 10),2024-01-01T10:31:36,ChargeSystem,complete
10,D.2 - Receive Charge Response,2024-01-01T10:31:37,ChargeSystem,start
10,D.2 - Receive Charge Response,2024-01-01T10:31:40,ChargeSystem,complete
10,D - Charge Card,2024-01-01T10:31:43,ChargeSystem,complete
10,E - Notification & Reconciliation,2024-01-01T10:31:45,Orchestrator,start
10,E.1 - Customer Notification (Case 10),2024-01-01T10:31:47,Notifier,start
10,E.1 - Customer Notification (Case 10),2024-01-01T10:31:49,Notifier,complete
10,E.2 - Merchant Notification (Case 10),2024-01-01T10:31:52,Notifier,start
10,E.2 - Merchant Notification (Case 10),2024-01-01T10:31:55,Notifier,complete
10,E.3 - Update Ledger,2024-01-01T10:31:57,LedgerSystem,start
10,E.3.1 - Insert Transaction Record,2024-01-01T10:32:00,LedgerSystem,start
10,E.3.1 - Insert Transaction Record,2024-01-01T10:32:03,LedgerSystem,complete
10,E.3.2 - Close Ledger Entry,2024-01-01T10:32:06,LedgerSystem,start
10,E.3.2 - Close Ledger Entry,2024-01-01T10:32:10,LedgerSystem,complete
10,E.3 - Update Ledger,2024-01-01T10:32:11,LedgerSystem,complete
10,E.4 - Reconcile Batch,2024-01-01T10:32:13,BatchSystem,start
10,E.4.1 - Aggregate Transactions,2024-01-01T10:32:14,BatchSystem,start
10,E.4.2 - Generate Batch Report,2024-01-01T10:32:15,ReportSystem,start
10,E.4.1 - Aggregate Transactions,2024-01-01T10:32:19,BatchSystem,complete
10,E.4.2 - Generate Batch Report,2024-01-01T10:32:22,ReportSystem,complete
10,E.4 - Reconcile Batch,2024-01-01T10:32:26,BatchSystem,complete
10,E - Notification & Reconciliation,2024-01-01T10:32:28,Orchestrator,complete
11,A - Validate Payment,2024-01-01T10:45:00,Orchestrator,start
11,A - Validate Payment,2024-01-01T10:45:03,Orchestrator,complete
11,A.1 - Basic Validation,2024-01-01T10:45:05,Validator,start
11,A.1.1 - Check Card Number,2024-01-01T10:45:09,Validator,start
11,A.1.1 - Check Card Number,2024-01-01T10:45:12,Validator,complete
11,A.1.2 - Check Expiry,2024-01-01T10:45:16,Validator,start
11,A.1.2 - Check Expiry,2024-01-01T10:45:19,Validator,complete
11,A.1.3 - Check CVV,2024-01-01T10:45:22,Validator,start
11,A.1.3 - Check CVV,2024-01-01T10:45:23,Validator,complete
11,A.1.1 - Check Card Number,2024-01-01T10:45:27,Validator,start
11,A.1.1 - Check Card Number,2024-01-01T10:45:31,Validator,complete
11,A.1.1 - Check Card Number,2024-01-01T10:45:32,Validator,start
11,A.1.1 - Check Card Number,2024-01-01T10:45:33,Validator,complete
11,A.1 - Basic Validation,2024-01-01T10:45:36,Validator,complete
11,A.2 - Advanced Validation,2024-01-01T10:45:40,Validator,start
11,A.2.1 - Validate Address,2024-01-01T10:45:41,Validator,start
11,A.2.2 - Validate Zip Code,2024-01-01T10:45:42,Validator,start
11,A.2.1 - Validate Address,2024-01-01T10:45:43,Validator,complete
11,A.2.2 - Validate Zip Code,2024-01-01T10:45:44,Validator,complete
11,A.2 - Advanced Validation,2024-01-01T10:45:45,Validator,complete
11,B - Fraud Checks,2024-01-01T10:45:48,FraudOrchestrator,start
11,B.1 - Run Fraud Engine,2024-01-01T10:45:50,FraudSystem,start
11,B.1 - Run Fraud Engine,2024-01-01T10:45:53,FraudSystem,complete
11,B.2 - Fraud Notification Call (Case 11),2024-01-01T10:45:54,AsyncNotifier,start
11,B.2 - Fraud Notification Call (Case 11),2024-01-01T10:45:56,AsyncNotifier,complete
11,B.3 - Parallel Checks,2024-01-01T10:45:59,FraudSystem,start
11,B.3.1 - Check Geolocation,2024-01-01T10:46:00,GeoSystem,start
11,B.3.2 - Check Transaction History,2024-01-01T10:46:01,HistorySystem,start
11,B.3.1 - Check Geolocation,2024-01-01T10:46:04,GeoSystem,complete
11,B.3.2 - Check Transaction History,2024-01-01T10:46:05,HistorySystem,complete
11,B.3 - Parallel Checks,2024-01-01T10:46:07,FraudSystem,complete
11,B - Fraud Checks,2024-01-01T10:46:11,FraudOrchestrator,complete
11,C - Fund Authorization,2024-01-01T10:46:15,FinanceSystem,start
11,C.1 - Bank API Call (Case 11),2024-01-01T10:46:19,BankSystem,start
11,C.1 - Bank API Call (Case 11),2024-01-01T10:46:23,BankSystem,complete
11,C.2 - Receive Bank Response,2024-01-01T10:46:27,BankSystem,start
11,C.2 - Receive Bank Response,2024-01-01T10:46:30,BankSystem,complete
11,C - Fund Authorization,2024-01-01T10:46:33,FinanceSystem,complete
11,D - Charge Card,2024-01-01T10:46:36,ChargeSystem,start
11,D.1 - Charge Request (Case 11),2024-01-01T10:46:40,ChargeSystem,start
11,D.1 - Charge Request (Case 11),2024-01-01T10:46:42,ChargeSystem,complete
11,D.2 - Receive Charge Response,2024-01-01T10:46:45,ChargeSystem,start
11,D.2 - Receive Charge Response,2024-01-01T10:46:49,ChargeSystem,complete
11,D - Charge Card,2024-01-01T10:46:52,ChargeSystem,complete
11,E - Notification & Reconciliation,2024-01-01T10:46:55,Orchestrator,start
11,E.1 - Customer Notification (Case 11),2024-01-01T10:46:56,Notifier,start
11,E.1 - Customer Notification (Case 11),2024-01-01T10:47:00,Notifier,complete
11,E.2 - Merchant Notification (Case 11),2024-01-01T10:47:04,Notifier,start
11,E.2 - Merchant Notification (Case 11),2024-01-01T10:47:08,Notifier,complete
11,E.3 - Update Ledger,2024-01-01T10:47:10,LedgerSystem,start
11,E.3.1 - Insert Transaction Record,2024-01-01T10:47:12,LedgerSystem,start
11,E.3.1 - Insert Transaction Record,2024-01-01T10:47:16,LedgerSystem,complete
11,E.3.2 - Close Ledger Entry,2024-01-01T10:47:18,LedgerSystem,start
11,E.3.2 - Close Ledger Entry,2024-01-01T10:47:19,LedgerSystem,complete
11,E.3 - Update Ledger,2024-01-01T10:47:21,LedgerSystem,complete
11,E.4 - Reconcile Batch,2024-01-01T10:47:23,BatchSystem,start
11,E.4.1 - Aggregate Transactions,2024-01-01T10:47:24,BatchSystem,start
11,E.4.2 - Generate Batch Report,2024-01-01T10:47:25,ReportSystem,start
11,E.4.1 - Aggregate Transactions,2024-01-01T10:47:27,BatchSystem,complete
11,E.4.2 - Generate Batch Report,2024-01-01T10:47:31,ReportSystem,complete
11,E.4 - Reconcile Batch,2024-01-01T10:47:32,BatchSystem,complete
11,E - Notification & Reconciliation,2024-01-01T10:47:34,Orchestrator,complete
12,A - Validate Payment,2024-01-01T11:00:00,Orchestrator,start
12,A - Validate Payment,2024-01-01T11:00:03,Orchestrator,complete
12,A.1 - Basic Validation,2024-01-01T11:00:04,Validator,start
12,A.1.1 - Check Card Number,2024-01-01T11:00:05,Validator,start
12,A.1.1 - Check Card Number,2024-01-01T11:00:06,Validator,complete
12,A.1.2 - Check Expiry,2024-01-01T11:00:10,Validator,start
12,A.1.2 - Check Expiry,2024-01-01T11:00:14,Validator,complete
12,A.1.3 - Check CVV,2024-01-01T11:00:18,Validator,start
12,A.1.3 - Check CVV,2024-01-01T11:00:20,Validator,complete
12,A.1 - Basic Validation,2024-01-01T11:00:21,Validator,complete
12,A.2 - Advanced Validation,2024-01-01T11:00:22,Validator,start
12,A.2.1 - Validate Address,2024-01-01T11:00:23,Validator,start
12,A.2.2 - Validate Zip Code,2024-01-01T11:00:24,Validator,start
12,A.2.1 - Validate Address,2024-01-01T11:00:25,Validator,complete
12,A.2.2 - Validate Zip Code,2024-01-01T11:00:29,Validator,complete
12,A.2 - Advanced Validation,2024-01-01T11:00:31,Validator,complete
12,B - Fraud Checks,2024-01-01T11:00:33,FraudOrchestrator,start
12,B.1 - Run Fraud Engine,2024-01-01T11:00:35,FraudSystem,start
12,B.1 - Run Fraud Engine,2024-01-01T11:00:37,FraudSystem,complete
12,B.2 - Fraud Notification Call (Case 12),2024-01-01T11:00:39,AsyncNotifier,start
12,B.2 - Fraud Notification Call (Case 12),2024-01-01T11:00:41,AsyncNotifier,complete
12,B.3 - Parallel Checks,2024-01-01T11:00:43,FraudSystem,start
12,B.3.1 - Check Geolocation,2024-01-01T11:00:44,GeoSystem,start
12,B.3.2 - Check Transaction History,2024-01-01T11:00:45,HistorySystem,start
12,B.3.1 - Check Geolocation,2024-01-01T11:00:47,GeoSystem,complete
12,B.3.2 - Check Transaction History,2024-01-01T11:00:49,HistorySystem,complete
12,B.3 - Parallel Checks,2024-01-01T11:00:52,FraudSystem,complete
12,B - Fraud Checks,2024-01-01T11:00:53,FraudOrchestrator,complete
12,C - Fund Authorization,2024-01-01T11:00:55,FinanceSystem,start
12,C.1 - Bank API Call (Case 12),2024-01-01T11:00:57,BankSystem,start
12,C.1 - Bank API Call (Case 12),2024-01-01T11:01:01,BankSystem,complete
